key,fare_amount
2015-01-27 13:08:24.0000002,10.479747924091509
2015-01-27 13:08:24.0000003,10.468652681262355
2011-10-08 11:53:44.0000002,5.04614791009961
2012-12-01 21:12:12.0000002,8.481902416266477
2012-12-01 21:12:12.0000003,14.300374458982798
2012-12-01 21:12:12.0000005,9.610522305399565
2011-10-06 12:10:20.0000001,5.560439030407256
2011-10-06 12:10:20.0000003,47.42871061343726
2011-10-06 12:10:20.0000002,11.508733385457
2014-02-18 15:22:20.0000002,6.242003714471411
2014-02-18 15:22:20.0000003,10.468652681262355
2014-02-18 15:22:20.0000001,16.94449245126731
2010-03-29 20:20:32.0000002,5.056954628833623
2010-03-29 20:20:32.0000001,6.938401713780306
2011-10-06 03:59:12.0000002,8.128303130503324
2011-10-06 03:59:12.0000001,12.159894881505735
2012-07-15 16:45:04.0000006,5.04614791009961
2012-07-15 16:45:04.0000002,8.863054726997316
2012-07-15 16:45:04.0000003,5.077735272854648
2012-07-15 16:45:04.0000004,5.04614791009961
2014-10-29 02:09:56.0000001,8.094847404707945
2014-06-14 13:39:00.00000010,8.697334668755827
2014-06-14 13:39:00.00000060,7.510217619572703
2014-06-14 13:39:00.00000087,9.253225802077214
2014-06-14 13:39:00.00000050,19.021822190387486
2014-06-14 13:39:00.0000003,6.561925587239845
2014-06-14 13:39:00.000000158,39.927398526385446
2014-06-14 13:39:00.00000015,24.04068339263178
2014-06-14 13:39:00.00000073,5.853628642859359
2014-06-14 13:39:00.00000077,15.706630418480161
2014-06-14 13:39:00.000000145,10.780248100706931
2014-06-14 13:39:00.00000079,6.754481006136167
2014-06-14 13:39:00.000000121,5.575101134305235
2014-06-14 13:39:00.00000021,11.536092760328186
2014-06-14 13:39:00.0000005,9.490558798208637
2014-06-14 13:39:00.000000165,8.192280357489999
2014-06-14 13:39:00.000000184,6.458956024787019
2014-06-14 13:39:00.00000059,6.446103743186602
2014-06-14 13:39:00.00000070,8.237744904290697
2014-06-14 13:39:00.00000068,4.740131730145103
2014-06-14 13:39:00.000000133,19.908158501950854
2014-06-14 13:39:00.000000128,11.079808606989099
2014-06-14 13:39:00.000000136,19.424746677810013
2014-06-14 13:39:00.00000017,10.393245883424301
2014-06-14 13:39:00.000000111,5.089196931378638
2014-06-14 13:39:00.000000115,12.106371554011517
2014-06-14 13:39:00.000000168,5.341683032746527
2014-06-14 13:39:00.00000031,6.892605021298941
2014-06-14 13:39:00.000000116,6.446103743186602
2014-06-14 13:39:00.00000051,5.089196931378638
2014-06-14 13:39:00.000000193,12.351510392589283
2014-06-14 13:39:00.000000132,12.88583619115996
2014-06-14 13:39:00.000000167,20.1674348646242
2014-06-14 13:39:00.00000044,6.246667525055016
2014-06-14 13:39:00.000000138,7.510217619572703
2014-06-14 13:39:00.00000066,15.83167446575619
2014-06-14 13:39:00.00000063,12.823948485676883
2014-06-14 13:39:00.000000154,10.393245883424301
2014-06-14 13:39:00.00000097,13.336346851505393
2014-06-14 13:39:00.00000067,13.442419241843002
2014-06-14 13:39:00.000000179,7.510217619572703
2014-06-14 13:39:00.00000092,11.45057421847347
2014-06-14 13:39:00.00000029,5.120784294133675
2014-06-14 13:39:00.000000177,5.1780701853908075
2014-06-14 13:39:00.000000192,7.818702426626731
2014-06-14 13:39:00.000000181,7.197707450833613
2014-06-14 13:39:00.000000120,11.553892193094658
2014-06-14 13:39:00.0000008,5.77527887199716
2014-06-14 13:39:00.000000103,5.089196931378638
2014-06-14 13:39:00.00000049,18.61583823947829
2014-06-14 13:39:00.000000108,7.426523713231124
2014-06-14 13:39:00.00000072,5.089196931378638
2014-06-14 13:39:00.000000182,11.799385628060184
2014-06-14 13:39:00.00000061,7.510217619572703
2014-06-14 13:39:00.00000093,10.438086253465015
2014-06-14 13:39:00.000000170,11.851395760984548
2014-06-14 13:39:00.000000147,46.343343026924074
2014-06-14 13:39:00.000000140,5.089196931378638
2014-06-14 13:39:00.000000159,4.7296577229060395
2014-06-14 13:39:00.00000012,4.78359651115354
2014-06-14 13:39:00.00000025,6.446103743186602
2014-06-14 13:39:00.000000156,5.580208145482998
2014-06-14 13:39:00.000000152,7.786884281681298
2014-06-14 13:39:00.000000129,10.3969979048185
2014-06-14 13:39:00.000000119,19.15561324400818
2014-06-14 13:39:00.000000118,6.467209051230557
